Title,Year,Rated,Genre,Actors,Plot,Language,Country,imdbID,BoxOffice,Production
Skin Trade,2014,R,"Action, Crime, Thriller","Dolph Lundgren, Tony Jaa, Michael Jai White, Ron Perlman","After his family is killed by a Serbian gangster with international interests, NYC detective Nick goes to S.E. Asia and teams up with a Thai detective to get revenge and destroy the syndicates human trafficking network.","English, Thai","Thailand, Canada, USA",tt1641841,"$1,242",SC Films International
Arctic Dogs,2019,PG,"Animation, Adventure, Comedy, Family","Jeremy Renner, Heidi Klum, James Franco, John Cleese","An Arctic fox works in the mailroom of a package delivery service, but wants to be doing the deliveries.","English, Korean","India, UK, China, Canada, Japan, South Korea, USA",tt4426464,"$5,801,249","AMBI Group, Assemblage Entertainment"
Cats,2019,PG,"Comedy, Drama, Family, Fantasy, Musical","Robbie Fairchild, Mette Towley, Daniela Norman, Jaih Betote",A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.,English,"UK, USA, Canada, Australia",tt5697572,"$27,166,770","Working Title Films, Monumental Pictures, Amblin Entertainment"
The Roommate,2011,PG-13,Thriller,"Leighton Meester, Minka Kelly, Cam Gigandet, Aly Michalka","When college freshman Sara arrives on campus for the first time, she befriends her roommate, Rebecca, unaware that the girl is becoming dangerously obsessed with her.",English,USA,tt1265990,"$37,300,000",Vertigo
Doom: Annihilation,2019,R,"Action, Adventure, Horror, Sci-Fi, Thriller","Amy Manson, Dominic Mafham, Luke Allen-Gale, James Weber Brown","A group of UAC Marines respond to a distress call from a top secret scientific base on Phobos, a moon around Mars, only to discover it's been overrun by demons who seek to create Hell on Earth.","English, French",USA,tt8328716,N/A,N/A
The Watcher,2000,R,"Crime, Drama, Mystery, Thriller","James Spader, Marisa Tomei, Keanu Reeves, Ernie Hudson","David Allen Griffin is a cool killer- time and time again, he chooses a female victim, studies her for weeks till he knows her routine to the smallest detail, makes meticulous preparations ...","English, Vietnamese",USA,tt0204626,"$28,946,615","Universal Pictures, Interlight"
Some Kind of Beautiful,2014,R,"Comedy, Romance","Pierce Brosnan, Salma Hayek, Jessica Alba, Malcolm McDowell",A drama about a Cambridge poetry professor who begins to re-evaluate his life of Byronic excess.,English,"USA, UK",tt1725986,N/A,PalmStar Media
The Adderall Diaries,2015,R,"Crime, Drama, Thriller","James Franco, Ed Harris, Amber Heard, Jim Parrack","Elliot, a troubled former successful writer decides to write about a missing wife and the following murder trial of her husband.","Spanish, English",USA,tt1735907,"$13,191",N/A
The Legacy of a Whitetail Deer Hunter,2018,TV-14,"Comedy, Drama","Josh Brolin, Danny McBride, Montana Jordan, Scoot McNairy",The great hunter Buck Ferguson (Josh Brolin) and his trusted cameraman Don (Danny McBride) set out for an epic weekend adventure to reconnect with Buck's young son (Montana Jordan).,English,USA,tt4762824,N/A,"Rough House Pictures, Scott Rudin Productions"
Shorts,2008,PG,"Adventure, Comedy, Family, Fantasy, Horror, Romance, Sci-Fi","Jimmy Bennett, Jake Short, Kat Dennings, Trevor Gagnon","A young boy's discovery of a colorful, wish-granting rock causes chaos in the suburban town of Black Falls when jealous kids and scheming adults alike set out to get their hands on it.",English,"USA, United Arab Emirates",tt1100119,"$20,919,166",Troublemaker Studios
Rim of the World,2019,TV-14,"Action, Adventure, Comedy, Sci-Fi","Jack Gore, Miya Cech, Benjamin Flores Jr., Alessio Scalzotto",Four misfit campers must band together and conquer their fears in order to save the world during an alien invasion.,"English, Chinese",USA,tt8179388,N/A,N/A
First Kill,2017,R,"Action, Thriller","Bruce Willis, Hayden Christensen, Ty Shelton, Megan Leonard",A Wall Street broker is forced to evade a police chief investigating a bank robbery as he attempts to recover the stolen money in exchange for his son's life.,English,"UK, Canada, USA",tt5884234,N/A,"Highland Film Group, Brookstreet Pictures"
Miss Julie,2014,PG-13,"Drama, Romance","Jessica Chastain, Colin Farrell, Samantha Morton, Nora McMenamy","Over the course of a midsummer night in Fermanagh in 1890, an unsettled daughter of the Anglo-Irish aristocracy encourages her father's valet to seduce her.",English,"Norway, UK, France, Ireland",tt2667960,N/A,"Subotica, Maipo Film, Senorita Films, Apocalypse Film Co."
Ready to Mingle,2019,TV-MA,Comedy,"Cassandra Ciangherotti, Gabriela de la Garza, Irán Castillo, Sophie Alexander-Katz","A wannabe bride seeks professional help to find a husband and, in the process, finds herself.",Spanish,Mexico,tt6736198,N/A,N/A
The Bye Bye Man,2017,PG-13,"Drama, Fantasy, Horror, Mystery, Thriller","Douglas Smith, Lucien Laviscount, Cressida Bonas, Doug Jones",Three friends stumble upon the horrific origins of a mysterious figure they discover is the root cause of the evil behind unspeakable acts.,English,"USA, China",tt4030600,"$22,395,806","Huayi Brothers, Los Angeles Media Fund, Intrepid Pictures"
,,,,,,,,,,
The Little Mermaid,1989,G,"Animation, Family, Fantasy, Musical, Romance","Rene Auberjonois, Christopher Daniel Barnes, Jodi Benson, Pat Carroll",A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,"English, French",USA,tt0097757,"$111,543,479","Walt Disney Pictures, Silver Screen Partners IV"
Twin Murders: The Silence of the White City,2019,TV-MA,"Action, Adventure, Crime, Drama, Horror, Mystery, Thriller","Belén Rueda, Javier Rey, Aura Garrido, Manolo Solo",A cop returns to the job. A serial killer too returns to the job.,Spanish,Spain,tt8393332,N/A,"Atresmedia Cine, Rodar y Rodar Cine y Television"
A Dangerous Woman,1993,R,"Drama, Romance","Laurie Metcalf, Debra Winger, John Terry, Barbara Hershey","Martha Horgan, a naive woman with an intellectual impairment who lives with her aunt Frances in a small town, is known for always telling the truth. She works at a dry cleaner, where her ...",English,USA,tt0106661,"$1,497,222",N/A
The Black Prince,2017,PG-13,"Drama, History","Jason Flemyng, Amanda Root, Shabana Azmi, James Weber Brown","'The Black Prince' is a story of Queen Victoria and the Last King of Punjab, Maharajah Duleep Singh. His character as it evolves, torn between two cultures and facing constant dilemmas as a result. His relationship with Queen Victoria will be the most impactful relationship in the film, the Queen representing the English culture he was drawn into. The Black Prince begins a lifelong struggle to ...","English, Punjabi","UK, India, USA",tt3962984,N/A,"Brillstein Entertainment Partners, Firdaus Production"
The Humanity Bureau,2017,R,"Action, Sci-Fi, Thriller","Nicolas Cage, Sarah Lind, Jakob Davies, Hugh Dillon",A dystopian thriller set in the year 2030 that sees the world in a permanent state of economic recession and facing serious environmental problems as a result of global warming.,English,"Canada, USA, UK",tt6143568,N/A,"Minds Eye Entertainment, Bridgegate Pictures"
Big Kill,2019,R,"Action, Western","Jason Patric, Lou Diamond Phillips, Christoph Sanders, Scott Martin","A tenderfoot from Philadelphia, two misfit gamblers on the run, and a deadly preacher have a date with destiny in a boom town gone bust called Big Kill.",English,USA,tt7730102,N/A,"Archstone Pictures, BondIt Media Capital"
Girlfriend's Day,2017,TV-MA,"Comedy, Drama","Bob Odenkirk, Amber Tamblyn, Stacy Keach, Alex Karpovsky","A now down-on-his-luck romance card writer, Ray Wentworth, decides to recapture the feelings that once made him the greatest with the creation of a new holiday: Girlfriend's Day.",English,USA,tt2962984,N/A,N/A
All I Wish,2017,R,"Comedy, Drama, Romance","Sharon Stone, Tony Goldwyn, Ellen Burstyn, Liza Lapira","An aspiring fashion designer struggles to find success and love. The story cuts into her life once a year, always on the same date: her birthday.",English,USA,tt1492705,N/A,MRB Productions
I Don't Know How She Does It,2011,PG-13,"Comedy, Romance","Sarah Jessica Parker, Pierce Brosnan, Greg Kinnear, Christina Hendricks","A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids.",English,USA,tt1742650,"$9,662,284",Weinstein Company
Visions,2015,R,"Drama, Horror, Mystery, Thriller","Isla Fisher, Anson Mount, Gillian Jacobs, Joanna Cassidy","After moving to a vineyard to start a new life with her husband, a pregnant woman begins to experience terrifying visions.","English, Spanish",USA,tt2954474,N/A,Blumhouse Productions
The Most Hated Woman in America,2017,TV-MA,"Biography, Drama, History","Melissa Leo, Brandon Mychal Smith, Juno Temple, Michael Chernus","The life of Madelyn Murray O'Hair, the outspoken activist and founder of American Atheists.",English,USA,tt4842646,N/A,Brownstone Productions
Good People,2014,R,"Action, Crime, Thriller","Sam Spruell, Michael Fox, Diarmaid Murtagh, Francis Magee","Discovering a stash of cash in their dead tenant's apartment, a couple in debt take the money and find themselves the target of a deadly adversary - the thief who stole it.",English,"USA, UK, Denmark, Sweden",tt1361318,N/A,"Eyeworks Fine &amp; Mellow, Millennium Films, Material, Film 360"
,,,,,,,,,,
Don Verdean,2015,PG-13,"Comedy, Drama","Sam Rockwell, Amy Ryan, Will Forte, Danny McBride",A self-professed biblical archaeologist who has fallen on hard times starts to bend the truth in order to continue inspiring the faithful.,English,USA,tt3534282,"$31,309",Buffalo Film Co.
The Love Guru,2008,PG-13,"Comedy, Romance, Sport","Jessica Simpson, Kanye West, Mike Myers, Deepak Chopra","Pitka, an American raised outside of his country by gurus, returns to the States in order to break into the self-help business. His first challenge is to settle the romantic troubles and subsequent professional skid of a star hockey player whose wife left him for a rival athlete.",English,"UK, Germany, USA",tt0811138,"$32,235,793","Nomoneyfun Films, Michael De Luca"
Elisa,2012,N/A,Short,"Anna Carvalho, Nuno Nunes, André Santos",N/A,Portuguese,Portugal,tt1948156,N/A,N/A
The Clapper,2017,R,"Comedy, Drama","Ed Helms, Amanda Seyfried, Tracy Morgan, Adam Levine",15 minutes of fame destroys the life of a man who works as a clapper in television.,English,USA,tt5461956,N/A,Oriah Entertainment
Perdida,2018,TV-MA,"Crime, Drama, Mystery, Thriller","Mara Alberto, Carlos Alcantára, Juan Ignacio Cane, Pedro Casablanc","A policewoman, whose childhood friend disappeared in Patagonia years ago, starts a new search to find answers and soon finds her own life in danger.",Spanish,"Argentina, Spain",tt7841496,N/A,N/A
God's Not Dead: A Light in Darkness,2018,PG,Drama,"Megan Alexander, Adeeja Rochele Anderson, Carrlyn Bathe, Lauren Taylor Berkman","Pastor Dave responds to the unimaginable tragedy of having his church, located on the grounds of the local university, burned down.",English,USA,tt6652708,"$5,728,940",Pure Flix Productions
Judwaa 2,2017,TV-14,"Action, Comedy","Varun Dhawan, Jacqueline Fernandez, Taapsee Pannu, Anupam Kher",Prem and Raja are twin brothers who are seperated at birth but are uniquely connected to eachother via their reflexes. They reunite as adults and set out to take down the underground smuggling world.,Hindi,India,tt5456546,"$1,431,255","Fox Star Studios, Nadiadwala Grandson Entertainment"
Azhar,2016,Not Rated,"Biography, Drama, Sport","Emraan Hashmi, Nargis Fakhri, Prachi Desai, Lara Dutta","Biographical sports drama based on the life of former Indian international cricketer, Mohammad Azharuddin","Hindi, Urdu",India,tt4906984,N/A,N/A
Secret Obsession,2019,TV-14,Thriller,"Brenda Song, Mike Vogel, Dennis Haysbert, Ashley Scott","Recuperating from trauma, Jennifer remains in danger as she returns to a life she doesn't remember.",English,USA,tt9419834,N/A,Hybrid
Blood Money,2017,R,"Crime, Drama, Thriller","Ellar Coltrane, Willa Fitzgerald, Jacob Artist, John Cusack","3 friends go rafting in the wilderness. Bags are dropped from a plane followed by a man in parachute. The 3 find the bags with USD8,000,000. The couple wants it and Victor splits, wanting to stay alive, out of prison.",English,USA,tt3758852,N/A,Envision Media Arts
Zoom,2006,PG,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","Tim Allen, Courteney Cox, Chevy Chase, Spencer Breslin",Former superhero Jack is called back to work to transform an unlikely group of ragtag kids into superheroes at a private academy.,English,USA,tt0383060,"$11,989,328",Revolution Studios
Aiyaary,2018,Not Rated,"Action, Drama, Thriller","Sidharth Malhotra, Manoj Bajpayee, Rakul Preet Singh, Pooja Chopra","After finding out about an illegal arms deal, a military intelligence officer goes rogue with highly sensitive data related to his organization, causing his mentor: a colonel, to hunt him down.",Hindi,India,tt6774212,N/A,"Plan C Studios, Friday Filmworks, Pen Movies, Motion Picture Capital"
The Last Face,2016,R,"Drama, Romance","Charlize Theron, Javier Bardem, Brandon Phillips, Anna Strelkov","In the midst of African social horror, a love between two volunteers fades out and reborn again.",English,USA,tt3286560,N/A,"River Road Entertainment, Gerber Pictures"
Judy Moody and the Not Bummer Summer,2011,PG,"Comedy, Family","Jordana Beatty, Parris Mosteller, Janet Varney, Kristoffer Ryan Winters",Third grader Judy Moody sets out to have the most thrilling summer of her life.,English,USA,tt1547230,"$15,013,650",Smokewood Entertainment Group
Woody Woodpecker,2017,PG,"Comedy, Family","Eric Bauza, Timothy Omundson, Graham Verchere, Jordana Largy",The hyperactive red-headed bird enters a turf war with a big city lawyer wanting to tear down his home in an effort to build a house to flip.,English,USA,tt2114504,N/A,"Universal Studios Inc., Universal Pictures, Universal Studios Home Entertainment, Universal Studios Family Produ"
Revenge of the Green Dragons,2014,R,"Action, Crime, Drama","Justin Chon, Kevin Wu, Harry Shum Jr., Eugenia Yuan",Two best friends rise through the ranks of New York's Chinese underworld in the 1980s.,"English, Chinese","Hong Kong, USA",tt1396523,N/A,"7th Floor, Initial A Entertainment"
